Report_Name	Journal Usage by Access Type
Report_ID	TR_J3
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBSCOhost:uprince
Metric_Types	Total_Item_Investigations; Unique_Item_Investigations; Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	3040: Partial Data Returned (The request could not be fulfilled in its entirety, since some of the requested data is missing. Usage has been returned for months where usage data exists.); 3031: Usage Not Ready for Requested Dates (Service has not yet processed the usage for one or more of the requested months)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:43:30Z
Created_By	EBSCO Information Services

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Acta Oeconomica	Akadémiai Kiadó		EBSCOhost		EBSCOhost:KBID:94999	0001-6373	1588-2659		Controlled	Total_Item_Investigations	1	1	0
Acta Oeconomica	Akadémiai Kiadó		EBSCOhost		EBSCOhost:KBID:94999	0001-6373	1588-2659		Controlled	Unique_Item_Investigations	1	1	0
Acta Oncologica	Taylor & Francis		EBSCOhost		EBSCOhost:KBID:1286	0284-186X	1651-226X		Controlled	Total_Item_Investigations	2	2	0
Acta Oncologica	Taylor & Francis		EBSCOhost		EBSCOhost:KBID:1286	0284-186X	1651-226X		Controlled	Unique_Item_Investigations	2	2	0
Acta Orthopaedica	Medical Journals Sweden AB		EBSCOhost		EBSCOhost:KBID:183158	1745-3674	1745-3682		Controlled	Total_Item_Investigations	1	1	0
Acta Orthopaedica	Medical Journals Sweden AB		EBSCOhost		EBSCOhost:KBID:183158	1745-3674	1745-3682		Controlled	Unique_Item_Investigations	1	1	0
Acta Paediatrica	John Wiley & Sons, Inc		EBSCOhost		EBSCOhost:KBID:279571	0803-5253	1651-2227		Controlled	Total_Item_Investigations	2	2	0
Acta Paediatrica	John Wiley & Sons, Inc		EBSCOhost		EBSCOhost:KBID:279571	0803-5253	1651-2227		Controlled	Total_Item_Requests	1	1	0
Acta Paediatrica	John Wiley & Sons, Inc		EBSCOhost		EBSCOhost:KBID:279571	0803-5253	1651-2227		Controlled	Unique_Item_Investigations	1	1	0
Acta Paediatrica	John Wiley & Sons, Inc		EBSCOhost		EBSCOhost:KBID:279571	0803-5253	1651-2227		Controlled	Unique_Item_Requests	1	1	0
Acta psychologica	Elsevier		EBSCOhost		EBSCOhost:KBID:1434	0001-6918	1873-6297		Controlled	Total_Item_Investigations	3	3	0
Acta psychologica	Elsevier		EBSCOhost		EBSCOhost:KBID:1434	0001-6918	1873-6297		Controlled	Unique_Item_Investigations	3	3	0
Acta Universitatis Agriculturae Et Silviculturae Mendelianae Brunensis	Mendel University of Agriculture and Forestry in Brno		EBSCOhost		EBSCOhost:KBID:840000	1211-8516	2464-8310		Controlled	Total_Item_Investigations	2	2	0
