Report_Name	Database Master Report
Report_ID	DR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBSCOhost:uprince
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Access_Method
Exceptions	3040: Partial Data Returned (The request could not be fulfilled in its entirety, since some of the requested data is missing. Usage has been returned for months where usage data exists.); 3031: Usage Not Ready for Requested Dates (Service has not yet processed the usage for one or more of the requested months)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:42:00Z
Created_By	EBSCO Information Services

Database	Publisher	Publisher_ID	Platform	Proprietary_ID	Data_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Harvard Library Bibliographic Dataset	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshlc	Other	Regular	Unique_Item_Investigations	154	154	0
HathiTrust	HathiTrust		EBSCOhost	EBSCOhost:edshtl	Book	Regular	Total_Item_Investigations	30	30	0
HathiTrust	HathiTrust		EBSCOhost	EBSCOhost:edshtl	Book	Regular	Unique_Item_Investigations	28	28	0
HathiTrust	HathiTrust		EBSCOhost	EBSCOhost:edshtl	Book	Regular	Unique_Title_Investigations	28	28	0
HathiTrust	HathiTrust		EBSCOhost	EBSCOhost:edshtl	Database	Regular	Searches_Automated	15780	15780	0
HathiTrust	HathiTrust		EBSCOhost	EBSCOhost:edshtl	Journal	Regular	Total_Item_Investigations	14	14	0
HathiTrust	HathiTrust		EBSCOhost	EBSCOhost:edshtl	Journal	Regular	Unique_Item_Investigations	13	13	0
HathiTrust	HathiTrust		EBSCOhost	EBSCOhost:edshtl	Other	Regular	Total_Item_Investigations	90	90	0
HathiTrust	HathiTrust		EBSCOhost	EBSCOhost:edshtl	Other	Regular	Unique_Item_Investigations	82	82	0
Health Reference Center	Infobase Publishing		EBSCOhost	EBSCOhost:edshrc	Database	Regular	Searches_Automated	15846	15846	0
HeinOnline	William S. HEIN & Co., Inc.		EBSCOhost	EBSCOhost:edshol	Database	Regular	Searches_Automated	15799	15799	0
HeinOnline	William S. HEIN & Co., Inc.		EBSCOhost	EBSCOhost:edshol	Journal	Regular	Total_Item_Investigations	144	144	0
HeinOnline	William S. HEIN & Co., Inc.		EBSCOhost	EBSCOhost:edshol	Journal	Regular	Unique_Item_Investigations	125	125	0
HeinOnline	William S. HEIN & Co., Inc.		EBSCOhost	EBSCOhost:edshol	Other	Regular	Total_Item_Investigations	7	7	0
HeinOnline	William S. HEIN & Co., Inc.		EBSCOhost	EBSCOhost:edshol	Other	Regular	Unique_Item_Investigations	6	6	0
Henry Stewart Talks	Henry Stewart Talks		EBSCOhost	EBSCOhost:edshst	Database	Regular	Searches_Automated	15756	15756	0
Henry Stewart Talks	Henry Stewart Talks		EBSCOhost	EBSCOhost:edshst	Other	Regular	Total_Item_Investigations	2	2	0
Henry Stewart Talks	Henry Stewart Talks		EBSCOhost	EBSCOhost:edshst	Other	Regular	Unique_Item_Investigations	2	2	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Book	Regular	Total_Item_Investigations	5	5	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Book	Regular	Unique_Item_Investigations	4	4	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Book	Regular	Unique_Title_Investigations	4	4	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Database	Regular	Searches_Automated	22786	22786	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Database	Regular	Searches_Regular	116	116	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Journal	Regular	Total_Item_Investigations	77	77	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Journal	Regular	Unique_Item_Investigations	62	62	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Other	Regular	Total_Item_Investigations	3	3	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Other	Regular	Unique_Item_Investigations	2	2	0
HLAS Online	Library of Congress, Hispanic Division		EBSCOhost	EBSCOhost:edshla	Database	Regular	Searches_Automated	15824	15824	0
HLAS Online	Library of Congress, Hispanic Division		EBSCOhost	EBSCOhost:edshla	Journal	Regular	Total_Item_Investigations	1	1	0
HLAS Online	Library of Congress, Hispanic Division		EBSCOhost	EBSCOhost:edshla	Journal	Regular	Unique_Item_Investigations	1	1	0
Human-Animal Interactions	Undefined		EBSCOhost	EBSCOhost:edshai	Database	Regular	Searches_Automated	13153	13153	0
HyRead Journal	Hyweb Technology Co., Ltd.		EBSCOhost	EBSCOhost:edshyr	Database	Regular	Searches_Automated	15746	15746	0
Ibuk.pl	Wydawnictwo Naukowe PWN SA		EBSCOhost	EBSCOhost:edsibu	Book	Regular	Total_Item_Investigations	1	1	0
Ibuk.pl	Wydawnictwo Naukowe PWN SA		EBSCOhost	EBSCOhost:edsibu	Book	Regular	Unique_Item_Investigations	1	1	0
Ibuk.pl	Wydawnictwo Naukowe PWN SA		EBSCOhost	EBSCOhost:edsibu	Book	Regular	Unique_Title_Investigations	1	1	0
Ibuk.pl	Wydawnictwo Naukowe PWN SA		EBSCOhost	EBSCOhost:edsibu	Database	Regular	Searches_Automated	15741	15741	0
IEEE Xplore Digital Library	IEEE		EBSCOhost	EBSCOhost:edseee	Book	Regular	Total_Item_Investigations	11	11	0
IEEE Xplore Digital Library	IEEE		EBSCOhost	EBSCOhost:edseee	Book	Regular	Unique_Item_Investigations	10	10	0
IEEE Xplore Digital Library	IEEE		EBSCOhost	EBSCOhost:edseee	Book	Regular	Unique_Title_Investigations	10	10	0
IEEE Xplore Digital Library	IEEE		EBSCOhost	EBSCOhost:edseee	Database	Regular	Searches_Automated	22783	22783	0
IEEE Xplore Digital Library	IEEE		EBSCOhost	EBSCOhost:edseee	Journal	Regular	Total_Item_Investigations	57	57	0
IEEE Xplore Digital Library	IEEE		EBSCOhost	EBSCOhost:edseee	Journal	Regular	Unique_Item_Investigations	53	53	0
IEEE Xplore Digital Library	IEEE		EBSCOhost	EBSCOhost:edseee	Other	Regular	Total_Item_Investigations	184	184	0
IEEE Xplore Digital Library	IEEE		EBSCOhost	EBSCOhost:edseee	Other	Regular	Unique_Item_Investigations	177	177	0
IMF eLibrary	International Monetary Fund		EBSCOhost	EBSCOhost:edsimf	Database	Regular	Searches_Automated	15776	15776	0
IMF eLibrary	International Monetary Fund		EBSCOhost	EBSCOhost:edsimf	Report	Regular	Total_Item_Investigations	1	1	0
IMF eLibrary	International Monetary Fund		EBSCOhost	EBSCOhost:edsimf	Report	Regular	Unique_Item_Investigations	1	1	0
IndianJournals.com	Diva Enterprises Private Limited		EBSCOhost	EBSCOhost:edsijc	Database	Regular	Searches_Automated	15767	15767	0
IndianJournals.com	Diva Enterprises Private Limited		EBSCOhost	EBSCOhost:edsijc	Journal	Regular	Total_Item_Investigations	14	14	0
IndianJournals.com	Diva Enterprises Private Limited		EBSCOhost	EBSCOhost:edsijc	Journal	Regular	Unique_Item_Investigations	8	8	0
Informit Business Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsibc	Database	Regular	Searches_Automated	15776	15776	0
Informit Engineering Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsiec	Database	Regular	Searches_Automated	15776	15776	0
Informit Families & Society Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsifs	Database	Regular	Searches_Automated	15792	15792	0
Informit Families & Society Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsifs	Journal	Regular	Total_Item_Investigations	1	1	0
Informit Families & Society Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsifs	Journal	Regular	Unique_Item_Investigations	1	1	0
Informit Health Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsihc	Database	Regular	Searches_Automated	15776	15776	0
Informit Health Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsihc	Journal	Regular	Total_Item_Investigations	27	27	0
Informit Health Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsihc	Journal	Regular	Unique_Item_Investigations	27	27	0
Informit Humanities & Social Sciences Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsihs	Database	Regular	Searches_Automated	15776	15776	0
Informit Humanities & Social Sciences Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsihs	Journal	Regular	Total_Item_Investigations	17	17	0
Informit Humanities & Social Sciences Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsihs	Journal	Regular	Unique_Item_Investigations	13	13	0
Informit Indigenous Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsind	Database	Regular	Searches_Automated	15776	15776	0
Informit Literature & Culture Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsilc	Database	Regular	Searches_Automated	15776	15776	0
Informit New Zealand Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsnzc	Database	Regular	Searches_Automated	15797	15797	0
Informit New Zealand Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsnzc	Journal	Regular	Total_Item_Investigations	8	8	0
Informit New Zealand Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsnzc	Journal	Regular	Unique_Item_Investigations	8	8	0
InfoSci-Journals	Informa Business Intelligence		EBSCOhost	EBSCOhost:edsisj	Database	Regular	Searches_Automated	15773	15773	0
InfoSci-Journals	Informa Business Intelligence		EBSCOhost	EBSCOhost:edsisj	Journal	Regular	Total_Item_Investigations	14	14	0
InfoSci-Journals	Informa Business Intelligence		EBSCOhost	EBSCOhost:edsisj	Journal	Regular	Unique_Item_Investigations	10	10	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Book	Regular	Total_Item_Investigations	2	2	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Book	Regular	Unique_Item_Investigations	1	1	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Book	Regular	Unique_Title_Investigations	1	1	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Database	Regular	Searches_Automated	22816	22816	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Database	Regular	Searches_Regular	105	105	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Journal	Regular	Total_Item_Investigations	119	119	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Journal	Regular	Unique_Item_Investigations	99	99	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Other	Regular	Total_Item_Investigations	25	25	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Other	Regular	Unique_Item_Investigations	14	14	0
Inter-American Development Bank Repository	Inter-American Development Bank		EBSCOhost	EBSCOhost:edsiad	Database	Regular	Searches_Automated	15804	15804	0
J-STAGE	Japan Science & Technology Agency		EBSCOhost	EBSCOhost:edsjst	Database	Regular	Searches_Automated	19278	19278	0
J-STAGE	Japan Science & Technology Agency		EBSCOhost	EBSCOhost:edsjst	Journal	Regular	Total_Item_Investigations	6	6	0
J-STAGE	Japan Science & Technology Agency		EBSCOhost	EBSCOhost:edsjst	Journal	Regular	Unique_Item_Investigations	6	6	0
Japanese Periodical Index - 雑誌記事索引	National Diet Library		EBSCOhost	EBSCOhost:edsjpi	Database	Regular	Searches_Automated	15796	15796	0
Japanese Periodical Index - 雑誌記事索引	National Diet Library		EBSCOhost	EBSCOhost:edsjpi	Journal	Regular	Total_Item_Investigations	1	1	0
Japanese Periodical Index - 雑誌記事索引	National Diet Library		EBSCOhost	EBSCOhost:edsjpi	Journal	Regular	Unique_Item_Investigations	1	1	0
Japanese Periodical Index - 雑誌記事索引	National Diet Library		EBSCOhost	EBSCOhost:edsjpi	Other	Regular	Total_Item_Investigations	1	1	0
Japanese Periodical Index - 雑誌記事索引	National Diet Library		EBSCOhost	EBSCOhost:edsjpi	Other	Regular	Unique_Item_Investigations	1	1	0
Journals@OVID	Kluwer Law International		EBSCOhost	EBSCOhost:edsovi	Database	Regular	Searches_Automated	15770	15770	0
Journals@OVID	Kluwer Law International		EBSCOhost	EBSCOhost:edsovi	Journal	Regular	Total_Item_Investigations	19	19	0
Journals@OVID	Kluwer Law International		EBSCOhost	EBSCOhost:edsovi	Journal	Regular	Unique_Item_Investigations	19	19	0
JSTOR Journals	JSTOR		EBSCOhost	EBSCOhost:edsjsr	Database	Regular	Searches_Automated	22808	22808	0
JSTOR Journals	JSTOR		EBSCOhost	EBSCOhost:edsjsr	Journal	Regular	Total_Item_Investigations	405	405	0
JSTOR Journals	JSTOR		EBSCOhost	EBSCOhost:edsjsr	Journal	Regular	Unique_Item_Investigations	363	363	0
JSTOR Journals	JSTOR		EBSCOhost	EBSCOhost:edsjsr	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	1	1	0
JSTOR Journals	JSTOR		EBSCOhost	EBSCOhost:edsjsr	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	1	1	0
JSTOR Open Shared Collection	Undefined		EBSCOhost	EBSCOhost:edsocc	Database	Regular	Searches_Automated	15759	15759	0
Kanopy	Kanopy Streaming Service		EBSCOhost	EBSCOhost:edskan	Database	Regular	Searches_Automated	3900	3900	0
KERIS Theses & Dissertations	Korea Education Research Information Service		EBSCOhost	EBSCOhost:edsker	Database	Regular	Searches_Automated	15733	15733	0
KERIS Theses & Dissertations	Korea Education Research Information Service		EBSCOhost	EBSCOhost:edsker	Other	Regular	Total_Item_Investigations	5	5	0
KERIS Theses & Dissertations	Korea Education Research Information Service		EBSCOhost	EBSCOhost:edsker	Other	Regular	Unique_Item_Investigations	2	2	0
KOCW (Korea OpenCourseWare)	Undefined		EBSCOhost	EBSCOhost:edskow	Database	Regular	Searches_Automated	15733	15733	0
Korean Studies Information Service System	Korean Studies Information Co.		EBSCOhost	EBSCOhost:edskis	Database	Regular	Searches_Automated	15754	15754	0
Korean Studies Information Service System	Korean Studies Information Co.		EBSCOhost	EBSCOhost:edskis	Journal	Regular	Total_Item_Investigations	5	5	0
Korean Studies Information Service System	Korean Studies Information Co.		EBSCOhost	EBSCOhost:edskis	Journal	Regular	Unique_Item_Investigations	4	4	0
LDBO consolidated build	Undefined		EBSCOhost	EBSCOhost:conldbo	Database	Regular	Searches_Automated	78	78	0
LexisNexis Academic: Law Reviews	LexisNexis		EBSCOhost	EBSCOhost:edslex	Database	Regular	Searches_Automated	22709	22709	0
LexisNexis Academic: Law Reviews	LexisNexis		EBSCOhost	EBSCOhost:edslex	Other	Regular	Total_Item_Investigations	6	6	0
LexisNexis Academic: Law Reviews	LexisNexis		EBSCOhost	EBSCOhost:edslex	Other	Regular	Unique_Item_Investigations	6	6	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Book	Regular	Total_Item_Investigations	1	1	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Book	Regular	Unique_Item_Investigations	1	1	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Book	Regular	Unique_Title_Investigations	1	1	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Database	Regular	Searches_Automated	22791	22791	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Database	Regular	Searches_Regular	105	105	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Journal	Regular	Total_Item_Investigations	16	16	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Journal	Regular	Unique_Item_Investigations	14	14	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Other	Regular	Total_Item_Investigations	1	1	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Other	Regular	Unique_Item_Investigations	1	1	0
LibreTexts	Undefined		EBSCOhost	EBSCOhost:edslbt	Database	Regular	Searches_Automated	15720	15720	0
LibreTexts	Undefined		EBSCOhost	EBSCOhost:edslbt	Other	Regular	Total_Item_Investigations	2	2	0
LibreTexts	Undefined		EBSCOhost	EBSCOhost:edslbt	Other	Regular	Unique_Item_Investigations	2	2	0
LUNA Commons	Luna Imaging, Inc.		EBSCOhost	EBSCOhost:edsluc	Database	Regular	Searches_Automated	15748	15748	0
Manuscriptorium Digital Library	Library Institute of the Czech National Library		EBSCOhost	EBSCOhost:edsman	Database	Regular	Searches_Automated	15755	15755	0
MAS Reference eBook Collection	Undefined		EBSCOhost	EBSCOhost:e865sww	Database	Regular	Searches_Automated	22710	22710	0
MAS Reference eBook Collection	Undefined		EBSCOhost	EBSCOhost:e865sww	Database	Regular	Searches_Regular	100	100	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Database	Regular	Searches_Automated	22760	22760	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Database	Regular	Searches_Regular	104	104	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Journal	Regular	Total_Item_Investigations	63	63	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Journal	Regular	Total_Item_Requests	47	47	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Journal	Regular	Unique_Item_Investigations	39	39	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Journal	Regular	Unique_Item_Requests	39	39	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Other	Regular	Total_Item_Investigations	1	1	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Other	Regular	Total_Item_Requests	1	1	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Other	Regular	Unique_Item_Investigations	1	1	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Other	Regular	Unique_Item_Requests	1	1	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Book	Regular	Total_Item_Investigations	1	1	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Book	Regular	Unique_Item_Investigations	1	1	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Book	Regular	Unique_Title_Investigations	1	1	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Database	Regular	Searches_Automated	19275	19275	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Database	Regular	Searches_Regular	101	101	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Journal	Regular	Total_Item_Investigations	4	4	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Journal	Regular	Unique_Item_Investigations	4	4	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Other	Regular	Total_Item_Investigations	9	9	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Other	Regular	Unique_Item_Investigations	6	6	0
McGraw-Hill eBook Library	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsely	Book	Regular	Total_Item_Investigations	5	5	0
McGraw-Hill eBook Library	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsely	Book	Regular	Unique_Item_Investigations	4	4	0
McGraw-Hill eBook Library	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsely	Book	Regular	Unique_Title_Investigations	4	4	0
McGraw-Hill eBook Library	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsely	Database	Regular	Searches_Automated	15723	15723	0
McGraw-Hill Medical	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsmgh	Book	Regular	Total_Item_Investigations	2	2	0
McGraw-Hill Medical	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsmgh	Book	Regular	Unique_Item_Investigations	1	1	0
McGraw-Hill Medical	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsmgh	Book	Regular	Unique_Title_Investigations	1	1	0
McGraw-Hill Medical	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsmgh	Database	Regular	Searches_Automated	15762	15762	0
McGraw-Hill Medical	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsmgh	Other	Regular	Total_Item_Investigations	1	1	0
McGraw-Hill Medical	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsmgh	Other	Regular	Unique_Item_Investigations	1	1	0
Medical Online E-Books Library	Meteo Inc.		EBSCOhost	EBSCOhost:edsmob	Database	Regular	Searches_Automated	15755	15755	0
Medical Online-E	Meteo Inc.		EBSCOhost	EBSCOhost:edsmoe	Database	Regular	Searches_Automated	15796	15796	0
Medical Online-E	Meteo Inc.		EBSCOhost	EBSCOhost:edsmoe	Journal	Regular	Total_Item_Investigations	4	4	0
Medical Online-E	Meteo Inc.		EBSCOhost	EBSCOhost:edsmoe	Journal	Regular	Unique_Item_Investigations	4	4	0
MEDLINE	Undefined		EBSCOhost	EBSCOhost:cmedm	Book	Regular	Total_Item_Investigations	2	2	0
MEDLINE	Undefined		EBSCOhost	EBSCOhost:cmedm	Book	Regular	Unique_Item_Investigations	2	2	0
MEDLINE	Undefined		EBSCOhost	EBSCOhost:cmedm	Book	Regular	Unique_Title_Investigations	2	2	0
MEDLINE	Undefined		EBSCOhost	EBSCOhost:cmedm	Database	Regular	Searches_Automated	7372	7372	0
MEDLINE	Undefined		EBSCOhost	EBSCOhost:cmedm	Journal	Regular	Total_Item_Investigations	22	22	0
MEDLINE	Undefined		EBSCOhost	EBSCOhost:cmedm	Journal	Regular	Unique_Item_Investigations	19	19	0
MEDLINE	Undefined		EBSCOhost	EBSCOhost:cmedm	Other	Regular	Total_Item_Investigations	3	3	0
MEDLINE	Undefined		EBSCOhost	EBSCOhost:cmedm	Other	Regular	Unique_Item_Investigations	3	3	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Database	Regular	Searches_Automated	15911	15911	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Database	Regular	Searches_Regular	268	268	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Journal	Regular	Total_Item_Investigations	1083	1083	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Journal	Regular	Total_Item_Requests	659	659	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Journal	Regular	Unique_Item_Investigations	769	769	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Journal	Regular	Unique_Item_Requests	495	495	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Other	Regular	Total_Item_Investigations	6	6	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Other	Regular	Total_Item_Requests	3	3	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Other	Regular	Unique_Item_Investigations	4	4	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Other	Regular	Unique_Item_Requests	3	3	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Book	Regular	Total_Item_Investigations	3	3	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Book	Regular	Total_Item_Requests	2	2	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Book	Regular	Unique_Item_Investigations	2	2	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Book	Regular	Unique_Item_Requests	2	2	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Book	Regular	Unique_Title_Investigations	2	2	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Book	Regular	Unique_Title_Requests	2	2	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Database	Regular	Searches_Automated	22789	22789	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Database	Regular	Searches_Regular	105	105	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Journal	Regular	Total_Item_Investigations	28	28	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Journal	Regular	Total_Item_Requests	17	17	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Journal	Regular	Unique_Item_Investigations	15	15	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Journal	Regular	Unique_Item_Requests	11	11	0
Milne Open Textbooks	SUNY Geneseo		EBSCOhost	EBSCOhost:edssun	Database	Regular	Searches_Automated	22740	22740	0
Minha Biblioteca	Minha Biblioteca		EBSCOhost	EBSCOhost:edsmib	Database	Regular	Searches_Automated	15756	15756	0
Minority Health Archive	University of Pittsburgh, University Library Syste		EBSCOhost	EBSCOhost:edsuph	Database	Regular	Searches_Automated	15776	15776	0
MLA Directory of Periodicals	Modern Language Association of America		EBSCOhost	EBSCOhost:kah	Database	Regular	Searches_Automated	15759	15759	0
MLA Directory of Periodicals	Modern Language Association of America		EBSCOhost	EBSCOhost:kah	Database	Regular	Searches_Regular	100	100	0
MLA Directory of Periodicals	Modern Language Association of America		EBSCOhost	EBSCOhost:kah	Journal	Regular	Total_Item_Investigations	9	9	0
MLA Directory of Periodicals	Modern Language Association of America		EBSCOhost	EBSCOhost:kah	Journal	Regular	Unique_Item_Investigations	8	8	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Book	Regular	Total_Item_Investigations	7	7	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Book	Regular	Unique_Item_Investigations	7	7	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Book	Regular	Unique_Title_Investigations	7	7	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Database	Regular	Searches_Automated	22767	22767	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Database	Regular	Searches_Regular	142	142	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Journal	Regular	Total_Item_Investigations	105	105	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Journal	Regular	Unique_Item_Investigations	98	98	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Other	Regular	Total_Item_Investigations	16	16	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Other	Regular	Unique_Item_Investigations	16	16	0
NASA Technical Reports	National Aeronautics & Space Administration (NASA)		EBSCOhost	EBSCOhost:edsnas	Database	Regular	Searches_Automated	15821	15821	0
