Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University Of Prince Edward Island
Institution_ID	aaas:20351555
Metric_Types	
Report_Filters	
Report_Attributes	Include_Parent_Details=True; Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version
Exceptions	3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	End_Date=2024-01-31; Begin_Date=2024-01-01
Created	2024-02-23T05:29:10Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024
Restoring Systemic GDF11 Levels Reverses Age-Related Dysfunction in Mouse Skeletal Muscle	American Association for the Advancement of Science		aaas	Amy J. Wagers, Bernard Rosner, Christine Miller, Danika Khong, Elizabeth Y. Wu, Francesco S. Loffredo, James R. Pancoast, Jennifer L. Shadrach, Jessica Lebowitz, Juhyun Oh, Laurie J. Goodyear, Manisha Sinha, Massimiliano Cerletti, Michael F. Hirshman, Mi-Jeong Kim, Richard T. Lee, Rohan Manohar, Samuel G. Regalado, Thomas Serwold, Young C. Jang; 	2021-04-27	VoR	10.1126/science.1251152						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Unique_Item_Investigations	1	1
Restoring Systemic GDF11 Levels Reverses Age-Related Dysfunction in Mouse Skeletal Muscle	American Association for the Advancement of Science		aaas	Amy J. Wagers, Bernard Rosner, Christine Miller, Danika Khong, Elizabeth Y. Wu, Francesco S. Loffredo, James R. Pancoast, Jennifer L. Shadrach, Jessica Lebowitz, Juhyun Oh, Laurie J. Goodyear, Manisha Sinha, Massimiliano Cerletti, Michael F. Hirshman, Mi-Jeong Kim, Richard T. Lee, Rohan Manohar, Samuel G. Regalado, Thomas Serwold, Young C. Jang; 	2021-04-27	VoR	10.1126/science.1251152						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Unique_Item_Requests	1	1
Restoring Systemic GDF11 Levels Reverses Age-Related Dysfunction in Mouse Skeletal Muscle	American Association for the Advancement of Science		aaas	Amy J. Wagers, Bernard Rosner, Christine Miller, Danika Khong, Elizabeth Y. Wu, Francesco S. Loffredo, James R. Pancoast, Jennifer L. Shadrach, Jessica Lebowitz, Juhyun Oh, Laurie J. Goodyear, Manisha Sinha, Massimiliano Cerletti, Michael F. Hirshman, Mi-Jeong Kim, Richard T. Lee, Rohan Manohar, Samuel G. Regalado, Thomas Serwold, Young C. Jang; 	2021-04-27	VoR	10.1126/science.1251152						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Total_Item_Investigations	2	2
Restoring Systemic GDF11 Levels Reverses Age-Related Dysfunction in Mouse Skeletal Muscle	American Association for the Advancement of Science		aaas	Amy J. Wagers, Bernard Rosner, Christine Miller, Danika Khong, Elizabeth Y. Wu, Francesco S. Loffredo, James R. Pancoast, Jennifer L. Shadrach, Jessica Lebowitz, Juhyun Oh, Laurie J. Goodyear, Manisha Sinha, Massimiliano Cerletti, Michael F. Hirshman, Mi-Jeong Kim, Richard T. Lee, Rohan Manohar, Samuel G. Regalado, Thomas Serwold, Young C. Jang; 	2021-04-27	VoR	10.1126/science.1251152						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Total_Item_Requests	2	2
Resurrecting the ancient glow of the fireflies	American Association for the Advancement of Science		aaas	D. Kato, D. Yano, H. Shibata, K. Konishi, T. Shirai, Y. Oba; 	2020-12-02	VoR	10.1126/sciadv.abc5705						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Unique_Item_Investigations	1	1
Resurrecting the ancient glow of the fireflies	American Association for the Advancement of Science		aaas	D. Kato, D. Yano, H. Shibata, K. Konishi, T. Shirai, Y. Oba; 	2020-12-02	VoR	10.1126/sciadv.abc5705						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Unique_Item_Requests	1	1
Resurrecting the ancient glow of the fireflies	American Association for the Advancement of Science		aaas	D. Kato, D. Yano, H. Shibata, K. Konishi, T. Shirai, Y. Oba; 	2020-12-02	VoR	10.1126/sciadv.abc5705						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Total_Item_Investigations	2	2
Resurrecting the ancient glow of the fireflies	American Association for the Advancement of Science		aaas	D. Kato, D. Yano, H. Shibata, K. Konishi, T. Shirai, Y. Oba; 	2020-12-02	VoR	10.1126/sciadv.abc5705						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Total_Item_Requests	2	2
Reversal of Left-Right Asymmetry: a Situs Inversus Mutation	American Association for the Advancement of Science		aaas	Charles A. Montgomery, Frederick F. B. Elder, Nancy A. Jenkins, Neal G. Copeland, Paul A. Overbeek, Takahiko Yokoyama; 	1993-04-30	VoR	10.1126/science.8480178						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	1993	Controlled	Regular	Unique_Item_Investigations	1	1
Reversal of Left-Right Asymmetry: a Situs Inversus Mutation	American Association for the Advancement of Science		aaas	Charles A. Montgomery, Frederick F. B. Elder, Nancy A. Jenkins, Neal G. Copeland, Paul A. Overbeek, Takahiko Yokoyama; 	1993-04-30	VoR	10.1126/science.8480178						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	1993	Controlled	Regular	Total_Item_Investigations	1	1
Seawater could provide nearly unlimited amounts of critical battery material	American Association for the Advancement of Science		aaas		2021-03-08		10.1126/science.abd8037						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Unique_Item_Investigations	1	1
Seawater could provide nearly unlimited amounts of critical battery material	American Association for the Advancement of Science		aaas		2021-03-08		10.1126/science.abd8037						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Unique_Item_Requests	1	1
Seawater could provide nearly unlimited amounts of critical battery material	American Association for the Advancement of Science		aaas		2021-03-08		10.1126/science.abd8037						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Total_Item_Investigations	1	1
Seawater could provide nearly unlimited amounts of critical battery material	American Association for the Advancement of Science		aaas		2021-03-08		10.1126/science.abd8037						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Total_Item_Requests	1	1
Single-cell bioluminescence imaging of deep tissue in freely moving animals	American Association for the Advancement of Science		aaas	Akiya Watakabe, Atsushi Miyawaki, Hideyuki Okano, Hiroshi Hama, Hiroyuki Hioki, Junichi Hata, Kana Namiki, Kazumasa Z. Tanaka, Masahiro Kiyama, Mayu Sugiyama, Megumu Takahashi, Naomi Hasegawa, Satoshi Iwano, Satoshi Shimozono, Shinae Kizaka-Kondoh, Shojiro Maki, Takahiro Kuchimaru, Takashi Fukano, Tetsuo Yamamori, Thomas J. McHugh, Yoko Ishida; 	2021-04-26	VoR	10.1126/science.aaq1067						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Unique_Item_Investigations	2	2
Single-cell bioluminescence imaging of deep tissue in freely moving animals	American Association for the Advancement of Science		aaas	Akiya Watakabe, Atsushi Miyawaki, Hideyuki Okano, Hiroshi Hama, Hiroyuki Hioki, Junichi Hata, Kana Namiki, Kazumasa Z. Tanaka, Masahiro Kiyama, Mayu Sugiyama, Megumu Takahashi, Naomi Hasegawa, Satoshi Iwano, Satoshi Shimozono, Shinae Kizaka-Kondoh, Shojiro Maki, Takahiro Kuchimaru, Takashi Fukano, Tetsuo Yamamori, Thomas J. McHugh, Yoko Ishida; 	2021-04-26	VoR	10.1126/science.aaq1067						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Unique_Item_Requests	2	2
Single-cell bioluminescence imaging of deep tissue in freely moving animals	American Association for the Advancement of Science		aaas	Akiya Watakabe, Atsushi Miyawaki, Hideyuki Okano, Hiroshi Hama, Hiroyuki Hioki, Junichi Hata, Kana Namiki, Kazumasa Z. Tanaka, Masahiro Kiyama, Mayu Sugiyama, Megumu Takahashi, Naomi Hasegawa, Satoshi Iwano, Satoshi Shimozono, Shinae Kizaka-Kondoh, Shojiro Maki, Takahiro Kuchimaru, Takashi Fukano, Tetsuo Yamamori, Thomas J. McHugh, Yoko Ishida; 	2021-04-26	VoR	10.1126/science.aaq1067						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Total_Item_Investigations	3	3
Single-cell bioluminescence imaging of deep tissue in freely moving animals	American Association for the Advancement of Science		aaas	Akiya Watakabe, Atsushi Miyawaki, Hideyuki Okano, Hiroshi Hama, Hiroyuki Hioki, Junichi Hata, Kana Namiki, Kazumasa Z. Tanaka, Masahiro Kiyama, Mayu Sugiyama, Megumu Takahashi, Naomi Hasegawa, Satoshi Iwano, Satoshi Shimozono, Shinae Kizaka-Kondoh, Shojiro Maki, Takahiro Kuchimaru, Takashi Fukano, Tetsuo Yamamori, Thomas J. McHugh, Yoko Ishida; 	2021-04-26	VoR	10.1126/science.aaq1067						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Total_Item_Requests	2	2
Social Influence Bias: A Randomized Experiment	American Association for the Advancement of Science		aaas	Lev Muchnik, Sean J. Taylor, Sinan Aral; 	2021-04-28	VoR	10.1126/science.1240466						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2013	Controlled	Regular	Unique_Item_Investigations	1	1
Social Influence Bias: A Randomized Experiment	American Association for the Advancement of Science		aaas	Lev Muchnik, Sean J. Taylor, Sinan Aral; 	2021-04-28	VoR	10.1126/science.1240466						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2013	Controlled	Regular	Unique_Item_Requests	1	1
Social Influence Bias: A Randomized Experiment	American Association for the Advancement of Science		aaas	Lev Muchnik, Sean J. Taylor, Sinan Aral; 	2021-04-28	VoR	10.1126/science.1240466						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2013	Controlled	Regular	Total_Item_Investigations	1	1
Social Influence Bias: A Randomized Experiment	American Association for the Advancement of Science		aaas	Lev Muchnik, Sean J. Taylor, Sinan Aral; 	2021-04-28	VoR	10.1126/science.1240466						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2013	Controlled	Regular	Total_Item_Requests	1	1
Studies that expose bats to SARS-CoV-2 could help gauge future pandemic risks	American Association for the Advancement of Science		aaas		2023-12-04		10.1126/science.z3ei19y						Articles				Other	10.1126/article	aaas:article															Other	2023	Controlled	Regular	Unique_Item_Investigations	1	1
Studies that expose bats to SARS-CoV-2 could help gauge future pandemic risks	American Association for the Advancement of Science		aaas		2023-12-04		10.1126/science.z3ei19y						Articles				Other	10.1126/article	aaas:article															Other	2023	Controlled	Regular	Unique_Item_Requests	1	1
Studies that expose bats to SARS-CoV-2 could help gauge future pandemic risks	American Association for the Advancement of Science		aaas		2023-12-04		10.1126/science.z3ei19y						Articles				Other	10.1126/article	aaas:article															Other	2023	Controlled	Regular	Total_Item_Investigations	1	1
Studies that expose bats to SARS-CoV-2 could help gauge future pandemic risks	American Association for the Advancement of Science		aaas		2023-12-04		10.1126/science.z3ei19y						Articles				Other	10.1126/article	aaas:article															Other	2023	Controlled	Regular	Total_Item_Requests	1	1
Temporal circuit of macroscale dynamic brain activity supports human consciousness	American Association for the Advancement of Science		aaas	Anthony G. Hudetz, George A. Mashour, Jinsong Wu, Jun Zhang, Zirui Huang; 	2020-03-11	VoR	10.1126/sciadv.aaz0087						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Unique_Item_Investigations	1	1
Temporal circuit of macroscale dynamic brain activity supports human consciousness	American Association for the Advancement of Science		aaas	Anthony G. Hudetz, George A. Mashour, Jinsong Wu, Jun Zhang, Zirui Huang; 	2020-03-11	VoR	10.1126/sciadv.aaz0087						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Unique_Item_Requests	1	1
Temporal circuit of macroscale dynamic brain activity supports human consciousness	American Association for the Advancement of Science		aaas	Anthony G. Hudetz, George A. Mashour, Jinsong Wu, Jun Zhang, Zirui Huang; 	2020-03-11	VoR	10.1126/sciadv.aaz0087						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Total_Item_Investigations	1	1
Temporal circuit of macroscale dynamic brain activity supports human consciousness	American Association for the Advancement of Science		aaas	Anthony G. Hudetz, George A. Mashour, Jinsong Wu, Jun Zhang, Zirui Huang; 	2020-03-11	VoR	10.1126/sciadv.aaz0087						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Total_Item_Requests	1	1
The chemical ecology of locust cannibalism	American Association for the Advancement of Science		aaas	Iain D. Couzin, Einat Couzin-Fuchs; 	2023-05-04	VoR	10.1126/science.adh5264						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2023	Controlled	Regular	Unique_Item_Investigations	1	1
The chemical ecology of locust cannibalism	American Association for the Advancement of Science		aaas	Iain D. Couzin, Einat Couzin-Fuchs; 	2023-05-04	VoR	10.1126/science.adh5264						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2023	Controlled	Regular	Unique_Item_Requests	1	1
The chemical ecology of locust cannibalism	American Association for the Advancement of Science		aaas	Iain D. Couzin, Einat Couzin-Fuchs; 	2023-05-04	VoR	10.1126/science.adh5264						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2023	Controlled	Regular	Total_Item_Investigations	1	1
The chemical ecology of locust cannibalism	American Association for the Advancement of Science		aaas	Iain D. Couzin, Einat Couzin-Fuchs; 	2023-05-04	VoR	10.1126/science.adh5264						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2023	Controlled	Regular	Total_Item_Requests	1	1
The controversial correlates of consciousness	American Association for the Advancement of Science		aaas	George A. Mashour; 	2021-04-28	VoR	10.1126/science.aat5616						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Unique_Item_Investigations	1	1
The controversial correlates of consciousness	American Association for the Advancement of Science		aaas	George A. Mashour; 	2021-04-28	VoR	10.1126/science.aat5616						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Unique_Item_Requests	1	1
The controversial correlates of consciousness	American Association for the Advancement of Science		aaas	George A. Mashour; 	2021-04-28	VoR	10.1126/science.aat5616						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Total_Item_Investigations	1	1
The controversial correlates of consciousness	American Association for the Advancement of Science		aaas	George A. Mashour; 	2021-04-28	VoR	10.1126/science.aat5616						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Total_Item_Requests	1	1
The genetic mechanism of selfishness and altruism in parent-offspring coadaptation	American Association for the Advancement of Science		aaas	Jean-Claude Walser, Lei Sun, Mathias Kölliker, Min Wu; 	2020-01-03	VoR	10.1126/sciadv.aaw0070						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Unique_Item_Investigations	1	1
The genetic mechanism of selfishness and altruism in parent-offspring coadaptation	American Association for the Advancement of Science		aaas	Jean-Claude Walser, Lei Sun, Mathias Kölliker, Min Wu; 	2020-01-03	VoR	10.1126/sciadv.aaw0070						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Unique_Item_Requests	1	1
The genetic mechanism of selfishness and altruism in parent-offspring coadaptation	American Association for the Advancement of Science		aaas	Jean-Claude Walser, Lei Sun, Mathias Kölliker, Min Wu; 	2020-01-03	VoR	10.1126/sciadv.aaw0070						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Total_Item_Investigations	1	1
The genetic mechanism of selfishness and altruism in parent-offspring coadaptation	American Association for the Advancement of Science		aaas	Jean-Claude Walser, Lei Sun, Mathias Kölliker, Min Wu; 	2020-01-03	VoR	10.1126/sciadv.aaw0070						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2020	OA_Gold	Regular	Total_Item_Requests	1	1
The History of Anthropology	American Association for the Advancement of Science		aaas	Franz Boas; 	1904-10-21	VoR	10.1126/science.20.512.513						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	1904	Controlled	Regular	Unique_Item_Investigations	1	1
The History of Anthropology	American Association for the Advancement of Science		aaas	Franz Boas; 	1904-10-21	VoR	10.1126/science.20.512.513						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	1904	Controlled	Regular	Total_Item_Investigations	1	1
The North Aral Sea—once near death—is coming back to life	American Association for the Advancement of Science		aaas		2021-05-23		10.5555/article.2389693						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Unique_Item_Investigations	1	1
The North Aral Sea—once near death—is coming back to life	American Association for the Advancement of Science		aaas		2021-05-23		10.5555/article.2389693						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Unique_Item_Requests	1	1
The North Aral Sea—once near death—is coming back to life	American Association for the Advancement of Science		aaas		2021-05-23		10.5555/article.2389693						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Total_Item_Investigations	1	1
The North Aral Sea—once near death—is coming back to life	American Association for the Advancement of Science		aaas		2021-05-23		10.5555/article.2389693						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Total_Item_Requests	1	1
The threshold for conscious report: Signal loss and response bias in visual and frontal cortex	American Association for the Advancement of Science		aaas	Bram van Vugt, Bruno Dagnino, Devavrat Vartak, Houman Safaai, Pieter R. Roelfsema, Stanislas Dehaene, Stefano Panzeri; 	2021-04-28	VoR	10.1126/science.aar7186						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Unique_Item_Investigations	1	1
The threshold for conscious report: Signal loss and response bias in visual and frontal cortex	American Association for the Advancement of Science		aaas	Bram van Vugt, Bruno Dagnino, Devavrat Vartak, Houman Safaai, Pieter R. Roelfsema, Stanislas Dehaene, Stefano Panzeri; 	2021-04-28	VoR	10.1126/science.aar7186						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Unique_Item_Requests	1	1
The threshold for conscious report: Signal loss and response bias in visual and frontal cortex	American Association for the Advancement of Science		aaas	Bram van Vugt, Bruno Dagnino, Devavrat Vartak, Houman Safaai, Pieter R. Roelfsema, Stanislas Dehaene, Stefano Panzeri; 	2021-04-28	VoR	10.1126/science.aar7186						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Total_Item_Investigations	1	1
The threshold for conscious report: Signal loss and response bias in visual and frontal cortex	American Association for the Advancement of Science		aaas	Bram van Vugt, Bruno Dagnino, Devavrat Vartak, Houman Safaai, Pieter R. Roelfsema, Stanislas Dehaene, Stefano Panzeri; 	2021-04-28	VoR	10.1126/science.aar7186						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Total_Item_Requests	1	1
The Value of Nature and the Nature of Value	American Association for the Advancement of Science		aaas	AnnMari Jansson, Bengt-Owe Jansson, Brian Walker, Carl Folke, David Simpson, David Starrett, David Tilman, Gretchen C. Daily, Jane Lubchenco, Karl-Göran Mäler, Kenneth Arrow, Nils Kautsky, Partha Dasgupta, Paul R. Ehrlich, Sara Aniyar, Simon Levin, Tore Söderqvist; 	2021-04-29	VoR	10.1126/science.289.5478.395						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2000	Controlled	Regular	Unique_Item_Investigations	1	1
The Value of Nature and the Nature of Value	American Association for the Advancement of Science		aaas	AnnMari Jansson, Bengt-Owe Jansson, Brian Walker, Carl Folke, David Simpson, David Starrett, David Tilman, Gretchen C. Daily, Jane Lubchenco, Karl-Göran Mäler, Kenneth Arrow, Nils Kautsky, Partha Dasgupta, Paul R. Ehrlich, Sara Aniyar, Simon Levin, Tore Söderqvist; 	2021-04-29	VoR	10.1126/science.289.5478.395						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2000	Controlled	Regular	Unique_Item_Requests	1	1
The Value of Nature and the Nature of Value	American Association for the Advancement of Science		aaas	AnnMari Jansson, Bengt-Owe Jansson, Brian Walker, Carl Folke, David Simpson, David Starrett, David Tilman, Gretchen C. Daily, Jane Lubchenco, Karl-Göran Mäler, Kenneth Arrow, Nils Kautsky, Partha Dasgupta, Paul R. Ehrlich, Sara Aniyar, Simon Levin, Tore Söderqvist; 	2021-04-29	VoR	10.1126/science.289.5478.395						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2000	Controlled	Regular	Total_Item_Investigations	1	1
The Value of Nature and the Nature of Value	American Association for the Advancement of Science		aaas	AnnMari Jansson, Bengt-Owe Jansson, Brian Walker, Carl Folke, David Simpson, David Starrett, David Tilman, Gretchen C. Daily, Jane Lubchenco, Karl-Göran Mäler, Kenneth Arrow, Nils Kautsky, Partha Dasgupta, Paul R. Ehrlich, Sara Aniyar, Simon Levin, Tore Söderqvist; 	2021-04-29	VoR	10.1126/science.289.5478.395						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2000	Controlled	Regular	Total_Item_Requests	1	1
Vascular and Neurogenic Rejuvenation of the Aging Mouse Brain by Young Systemic Factors	American Association for the Advancement of Science		aaas	Amy J. Wagers, Christine M. Miller, Francesco S. Loffredo, Gregory R. Wojtkiewicz, John W. Chen, Lee L. Rubin, Lida Katsimpardi, Nadia K. Litterman, Pamela A. Schein, Richard T. Lee; 	2021-04-27	VoR	10.1126/science.1251141						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Unique_Item_Investigations	2	2
Vascular and Neurogenic Rejuvenation of the Aging Mouse Brain by Young Systemic Factors	American Association for the Advancement of Science		aaas	Amy J. Wagers, Christine M. Miller, Francesco S. Loffredo, Gregory R. Wojtkiewicz, John W. Chen, Lee L. Rubin, Lida Katsimpardi, Nadia K. Litterman, Pamela A. Schein, Richard T. Lee; 	2021-04-27	VoR	10.1126/science.1251141						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Unique_Item_Requests	2	2
Vascular and Neurogenic Rejuvenation of the Aging Mouse Brain by Young Systemic Factors	American Association for the Advancement of Science		aaas	Amy J. Wagers, Christine M. Miller, Francesco S. Loffredo, Gregory R. Wojtkiewicz, John W. Chen, Lee L. Rubin, Lida Katsimpardi, Nadia K. Litterman, Pamela A. Schein, Richard T. Lee; 	2021-04-27	VoR	10.1126/science.1251141						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Total_Item_Investigations	3	3
Vascular and Neurogenic Rejuvenation of the Aging Mouse Brain by Young Systemic Factors	American Association for the Advancement of Science		aaas	Amy J. Wagers, Christine M. Miller, Francesco S. Loffredo, Gregory R. Wojtkiewicz, John W. Chen, Lee L. Rubin, Lida Katsimpardi, Nadia K. Litterman, Pamela A. Schein, Richard T. Lee; 	2021-04-27	VoR	10.1126/science.1251141						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Total_Item_Requests	3	3
Wisconsin bill to restrict pathogen studies worries scientists	American Association for the Advancement of Science		aaas		2024-01-12		10.1126/science.zsj0v30						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Unique_Item_Investigations	1	1
Wisconsin bill to restrict pathogen studies worries scientists	American Association for the Advancement of Science		aaas		2024-01-12		10.1126/science.zsj0v30						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Unique_Item_Requests	1	1
Wisconsin bill to restrict pathogen studies worries scientists	American Association for the Advancement of Science		aaas		2024-01-12		10.1126/science.zsj0v30						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Total_Item_Investigations	1	1
Wisconsin bill to restrict pathogen studies worries scientists	American Association for the Advancement of Science		aaas		2024-01-12		10.1126/science.zsj0v30						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Total_Item_Requests	1	1
Without inclusion, diversity initiatives may not be enough	American Association for the Advancement of Science		aaas	Benjamin Blonder, Beth Tellman, Chandler Puritty, Eanas Alia, Earyn McGee, Emily Klein, Leah R. Gerber, Lynette R. Strickland, Maclovia Quintana, Michel T. Kohl, Robyn E. Ridley; 	2021-04-26	VoR	10.1126/science.aai9054						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2017	Controlled	Regular	Unique_Item_Investigations	1	1
Without inclusion, diversity initiatives may not be enough	American Association for the Advancement of Science		aaas	Benjamin Blonder, Beth Tellman, Chandler Puritty, Eanas Alia, Earyn McGee, Emily Klein, Leah R. Gerber, Lynette R. Strickland, Maclovia Quintana, Michel T. Kohl, Robyn E. Ridley; 	2021-04-26	VoR	10.1126/science.aai9054						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2017	Controlled	Regular	Unique_Item_Requests	1	1
Without inclusion, diversity initiatives may not be enough	American Association for the Advancement of Science		aaas	Benjamin Blonder, Beth Tellman, Chandler Puritty, Eanas Alia, Earyn McGee, Emily Klein, Leah R. Gerber, Lynette R. Strickland, Maclovia Quintana, Michel T. Kohl, Robyn E. Ridley; 	2021-04-26	VoR	10.1126/science.aai9054						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2017	Controlled	Regular	Total_Item_Investigations	1	1
Without inclusion, diversity initiatives may not be enough	American Association for the Advancement of Science		aaas	Benjamin Blonder, Beth Tellman, Chandler Puritty, Eanas Alia, Earyn McGee, Emily Klein, Leah R. Gerber, Lynette R. Strickland, Maclovia Quintana, Michel T. Kohl, Robyn E. Ridley; 	2021-04-26	VoR	10.1126/science.aai9054						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2017	Controlled	Regular	Total_Item_Requests	1	1
